time,open,high,low,close
1424995200,237.21,259,236.29,254.42
1425081600,254.42,256.97,250,255.59
1425168000,255.73,262,244.88,260.24
1425254400,260.29,279.8,256.6,276.7
1425340800,276.79,289.5,267.07,283.27
1425427200,283.09,287,267.39,273.37
1425513600,273.38,281.09,262.49,276.86
1425600000,276.54,280,269.12,273.23
1425686400,273.22,279.44,270.55,276.89
1425772800,276.86,278.97,270.29,275.5
1425859200,275.47,294.42,275,290.19
1425945600,290.2,299.48,289.82,293.47
1426032000,293.46,297.8,290.51,296.99
1426118400,296.98,298.9,291.87,296.05
1426204800,295.87,296.43,284,284
1426291200,284.37,289,280.86,283.95
1426377600,283.77,289.24,282.5,288
1426464000,287.99,294.99,287.41,292.37
1426550400,292.36,293.69,284.01,286.74
1426636800,286.63,287,250,258.5
1426723200,258.62,266.8,249.2,263
1426809600,263.06,267.42,259.31,263.31
1426896000,263.31,263.62,256.66,261.57
1426982400,261.57,271.27,259.71,269.45
1427068800,269.25,273.99,260.81,267.53
1427155200,267.54,268.51,244.86,246.15
1427241600,246.29,249.99,234.51,246.88
1427328000,246.99,254.9,244.92,249.88
1427414400,249.76,250.99,246.44,247.81
1427500800,247.93,254.99,247.81,253.52
1427587200,253.6,254,241,243.69
1427673600,243.6,250.06,237.94,248.78
1427760000,248.78,249.98,242.87,245.5
1427846400,245.5,248.22,241.07,247.87
1427932800,247.5,255.24,245.8,254.39
1428019200,254.79,257.43,252.59,254.84
1428105600,255,256.6,251.26,254.37
1428192000,254.37,262,252.06,261.47
1428278400,261.49,263,255,256.85
1428364800,256.84,258.7,253.45,254.27
1428451200,254.23,255.75,244.29,246.58
1428537600,246.81,248.16,239.02,244.74
1428624000,244.46,244.66,232.35,236.78
1428710400,236.78,239.99,234.77,237.91
1428796800,237.91,239.16,234.02,237.55
1428883200,237.57,238,220.77,225.73
1428969600,225.42,226.9,216.92,221.05
1429056000,221.05,224.52,218.09,224.35
1429142400,224.35,230.75,223.66,229.45
1429228800,229.45,230.08,220.46,223.62
1429315200,223.55,224.04,222.18,224.02
1429401600,224.04,226.72,223.44,224.03
1429488000,224.03,227.45,223.45,225.37
1429574400,225.35,235.89,224.01,235.89
1429660800,235.89,238.6,232.78,233.98
1429747200,233.96,236.54,232.79,235.99
1429833600,235.95,236.93,230.12,231.51
1429920000,231.51,233.67,226.83,227.05
1430006400,227.05,227.91,215.56,221.27
1430092800,221.27,231.11,218.78,227.58
1430179200,227.41,229.04,220.46,225.64
1430265600,225.39,227.3,220.2,225.6
1430352000,225.78,240,225.1,236.81
1430438400,236.78,238.78,233.01,233.14
1430524800,233.15,237.15,233,235.94
1430611200,235.94,242.97,234.26,240.78
1430697600,240.88,243.99,238.06,239.75
1430784000,239.75,240,232,236.76
1430870400,236.76,237.87,228.38,230
1430956800,230,239.18,228.67,237.99
1431043200,237.97,247.06,236.35,244.54
1431129600,244.44,247.6,240,242.5
1431216000,242.59,244.89,239.63,241.57
1431302400,241.59,245.49,239.5,242.86
1431388800,242.74,243.4,240.37,242.03
1431475200,242.04,244.13,235.54,236.32
1431561600,236.93,240,232.61,237.46
1431648000,237.39,239,236.89,237.82
1431734400,237.91,237.99,235.48,236.73
1431820800,236.72,238.45,236.7,237.12
1431907200,237.1,237.89,231.66,234.04
1431993600,234.04,234.92,231.53,232.59
1432080000,232.58,235,232.54,234.54
1432166400,234.55,236.74,234.16,235.77
1432252800,235.77,242,235.11,240.45
1432339200,240.41,240.64,237.89,239.36
1432425600,239.38,242,238.27,240.82
1432512000,240.68,241.4,236.71,237.43
1432598400,237.39,238.34,235.81,236.79
1432684800,236.8,238.75,236.47,237.35
1432771200,237.35,238.48,236.23,237.34
1432857600,237.25,237.68,235.01,236.89
1432944000,236.89,236.99,231,233.55
1433030400,233.61,233.94,229.55,230.21
1433116800,230.18,230.99,221.58,223.56
1433203200,223.55,226.68,221.84,225.85
1433289600,225.83,227.45,223.82,225.86
1433376000,225.85,226.07,223.56,224.57
1433462400,224.57,226.74,223.01,224.97
1433548800,225.03,225.61,224.27,225.48
1433635200,225.48,226.09,222.88,223.89
1433721600,223.88,230.16,223.63,229.1
1433808000,229.1,232.06,228.31,229.18
1433894400,229.31,230.45,227.98,228.73
1433980800,228.79,230.92,228.7,229.69
1434067200,229.68,231.32,229.01,229.47
1434153600,229.21,233.49,228.79,233.47
1434240000,233.49,235,232.53,233.6
1434326400,233.61,238.5,233.6,236.99
1434412800,236.92,253.26,236.01,251.91
1434499200,251.88,259.46,247,250.25
1434585600,250.18,253.29,243.51,249.27
1434672000,249.33,251.05,245.04,246.33
1434758400,246.33,246.99,240.46,246.13
1434844800,246.08,246.98,242,244.66
1434931200,244.66,248.5,243.86,247.5
1435017600,247.48,248.06,243.01,244.52
1435104000,244.54,244.92,239.51,240.04
1435190400,240.14,243.44,239.91,242.44
1435276800,242.46,243.1,239.91,243
1435363200,242.99,252.22,242.6,251.59
1435449600,251.46,251.87,247.51,249.11
1435536000,249.11,257.99,249.09,257.54
1435622400,257.53,269.39,255.91,263.82
1435708800,263.83,265.45,255.12,259.02
1435795200,258.96,262,253,254.85
1435881600,254.86,257.37,252.77,256.95
1435968000,256.94,261,254.4,260.64
1436054400,260.64,275.25,258.99,271.74
1436140800,272.17,277.88,268.27,269.94
1436227200,269.78,272.11,264.5,266.18
1436313600,266.18,273.97,264.41,270.97
1436400000,271.5,272.5,267.1,269.75
1436486400,269.77,294.71,269,286.67
1436572800,286.71,299,284.5,294.23
1436659200,294.29,316.52,293.5,312.16
1436745600,312.19,312.91,281.62,293.08
1436832000,292.93,297.78,286.25,287.51
1436918400,287.48,294.11,284.98,285.7
1437004800,285.7,292.78,275,279.38
1437091200,279.38,281.38,272.64,280.58
1437177600,280.14,282.71,276.34,277.71
1437264000,277.71,278.48,275,275.61
1437350400,275.6,280,273.34,280
1437436800,279.96,281.27,276.85,277.32
1437523200,277.33,278.54,275.01,277.89
1437609600,277.96,279.75,276.28,277.39
1437696000,277.23,291.52,276.43,289.12
1437782400,289.12,291.67,286.82,289.7
1437868800,289.68,294.49,288.65,293.89
1437955200,293.88,297,287.24,294.21
1438041600,294.22,298,293.65,295.76
1438128000,295.74,296.58,289.01,290.19
1438214400,290.26,291.56,286.56,288.49
1438300800,288.49,290,282.79,285.19
1438387200,285.2,285.6,277.26,281.53
1438473600,281.53,282.62,277.33,282.62
1438560000,282.62,285.86,280.27,280.95
1438646400,280.95,286.47,280.11,285.51
1438732800,285.6,286.25,282.01,282.77
1438819200,282.44,282.61,278.95,279.65
1438905600,279.37,281.17,277.05,279.94
1438992000,280.06,280.16,260.07,262.02
1439078400,262.02,268.8,260.97,267.63
1439164800,267.6,268.89,263.17,265.15
1439251200,265.15,271.99,264.91,271.99
1439337600,271.99,272.4,265.79,266.94
1439424000,266.81,267.82,262.94,264.67
1439510400,264.48,267.98,262.5,266.17
1439596800,266.21,267.69,261.77,262.46
1439683200,262.45,263.1,255.67,259.2
1439769600,259.2,261.57,255.58,257.31
1439856000,257.56,258.04,200,221.99
1439942400,221.99,238.99,214.91,227.34
1440028800,227.46,238.2,227.45,235.56
1440115200,235.56,236.99,231.15,232.85
1440201600,232.85,235.53,222.68,231.15
1440288000,231.16,233.25,226.15,229.21
1440374400,229.23,229.24,210,211.16
1440460800,211.16,229.49,198.02,223.73
1440547200,223.73,231.97,220.16,226.81
1440633600,226.72,229.99,224,225.8
1440720000,225.62,236.18,221.2,231.55
1440806400,231.55,233.95,228,230.61
1440892800,230.61,233.47,226.59,229.39
1440979200,229.4,233,225.23,230.75
1441065600,230.76,233.5,226.42,228.22
1441152000,228.22,231.43,226.43,229.97
1441238400,229.95,230.79,226.48,227.25
1441324800,227.24,232.49,227.24,231.39
1441411200,231.43,237.24,230.12,236.01
1441497600,236.17,244.82,235.54,241.29
1441584000,241.26,242.98,239.21,241.31
1441670400,241.31,247.82,240.31,244.14
1441756800,244.24,244.69,238.6,238.75
1441843200,238.74,241.4,236.69,238.52
1441929600,238.55,241.54,238.5,240.9
1442016000,240.9,241.12,235.26,236.5
1442102400,236.5,236.91,229.72,230.82
1442188800,230.83,233.99,228.01,231.01
1442275200,231.02,232.43,230.26,230.6
1442361600,230.67,232,226.85,229.73
1442448000,229.72,235.93,229.01,233.34
1442534400,233.31,234.96,231.75,233.78
1442620800,233.78,234.31,232,232.88
1442707200,232.88,234,231.84,232.24
1442793600,232.26,233.64,226.87,227.31
1442880000,227.31,232.5,224.45,231.28
1442966400,231.31,233,229.27,230.26
1443052800,230.26,235.99,230.09,235.27
1443139200,235.35,237.62,234.02,235.89
1443225600,235.88,236.2,233.5,234.69
1443312000,234.67,235.03,233.2,233.58
1443398400,233.53,240.52,233.53,239.99
1443484800,239.96,241.05,236.65,236.89
1443571200,236.88,238.75,236.26,237.14
1443657600,237.1,239.86,236.9,238.34
1443744000,238.34,239.4,236.97,238.28
1443830400,238.31,240.62,237.73,239.92
1443916800,239.93,240.28,239.07,239.87
1444003200,239.87,240.98,237.5,240.95
1444089600,240.93,248,240.31,246.64
1444176000,246.7,247.96,240.2,244
1444262400,244,245.38,242.2,242.94
1444348800,242.94,244.88,241.1,244.35
1444435200,244.44,246.1,243.8,246.07
1444521600,246.06,250,245.63,249.02
1444608000,249.01,249.14,245.89,246.39
1444694400,246.43,251.5,244.86,250.99
1444780800,250.98,255,250.25,253.27
1444867200,253.25,256.77,253.18,254.99
1444953600,254.98,267.6,254.86,263.43
1445040000,263.45,274.81,263.05,272.87
1445126400,272.88,273.5,262.94,265
1445212800,265,268.23,262.05,265.17
1445299200,265.09,272.95,264.38,271.14
1445385600,271.16,272.85,265,268.77
1445472000,268.77,280,268.75,275.84
1445558400,275.76,281.17,275.4,278.76
1445644800,278.76,284.49,278.75,284.29
1445731200,284.29,295.93,283.28,284.97
1445817600,284.97,287.68,282.04,287.1
1445904000,287.1,297.99,286.89,295.61
1445990400,295.68,308.93,295.65,304.09
1446076800,304.1,320.99,301.8,316.08
1446163200,316.07,336.97,315.9,329.11
1446249600,329.11,334.28,306.29,314.85
1446336000,314.84,332,311.44,329.46
1446422400,329.45,371.82,326.07,365.21
1446508800,365.14,422.3,362.07,404.1
1446595200,404.06,499.99,368.15,410
1446681600,410,450,366.66,387.21
1446768000,387.21,395,351,374.09
1446854400,374.26,392,371.43,384.81
1446940800,384.8,389,363.58,373.83
1447027200,373.84,386.96,360.8,379.53
1447113600,379.55,382.23,322,337.14
1447200000,337.14,341.75,293.32,313.2
1447286400,313.2,344.99,312.24,336.49
1447372800,336.49,343,325,338.07
1447459200,338.08,339.57,329.4,334.71
1447545600,334.67,336.46,319.89,322.93
1447632000,322.94,334.1,316.12,332.89
1447718400,332.85,340.72,330.1,336.49
1447804800,336.49,338,330,335.49
1447891200,335.5,336.38,324.9,326.41
1447977600,326.53,327.04,311.23,322.39
1448064000,322.39,328,316.33,327
1448150400,326.99,327,321,323.71
1448236800,323.72,326,322,323
1448323200,323.01,323.17,318,321
1448409600,320.96,330.06,316.26,328.98
1448496000,328.99,368.18,328.98,352.57
1448582400,352.56,364.46,347.96,358.19
1448668800,358.2,359.63,351.09,357.24
1448755200,357.24,373.63,354.26,372.24
1448841600,372.25,382.87,367.5,376.86
1448928000,376.88,378.94,354.6,362.68
1449014400,362.68,363.06,347.55,360
1449100800,360,369.99,356.52,361.77
1449187200,361.89,364.85,355.43,363.98
1449273600,363.98,390,363.97,387.99
1449360000,388.03,401.01,375.22,387.57
1449446400,387.53,397.57,383,394.73
1449532800,394.73,418.94,386.69,418.94
1449619200,417.84,425,401,418.39
1449705600,418.39,419.5,408,415.68
1449792000,415.68,453.13,415.67,452.95
1449878400,452.95,469.34,403,436.87
1449964800,436.9,443.83,419.42,433.83
1450051200,433.38,450,429.12,444.01
1450137600,444.03,464.95,443.76,464.27
1450224000,464.5,464.73,440,453.97
1450310400,453.96,456.33,446.01,455.5
1450396800,455.5,465.1,453.28,463.17
1450483200,463.14,465.6,451.58,461.29
1450569600,461.29,461.3,430,442.22
1450656000,442.36,444.44,424.66,436.81
1450742400,436.85,442,432.58,433.92
1450828800,433.94,445.11,428.29,442.43
1450915200,442.43,460,442.42,455.74
1451001600,455.74,458.99,450.01,455.84
1451088000,455.82,458.29,410,419.41
1451174400,419.41,429.85,410.02,424.72
1451260800,424.73,429.9,418,421.94
1451347200,421.94,433.9,419.31,433.89
1451433600,433.89,434.99,422.35,427.95
1451520000,427.9,434,419.04,430.35
1451606400,430.35,437.15,427.92,435.66
1451692800,435.67,437.56,432.41,435.4
1451779200,435.4,435.75,425.02,431.91
1451865600,431.9,435.79,431.37,433.85
1451952000,433.84,435.64,430,433.34
1452038400,433.32,433.46,428.15,430.87
1452124800,430.66,460.15,430.64,459.08
1452211200,459.07,464.4,447.53,454.44
1452297600,454.41,456,447.66,450.38
1452384000,450.39,451.39,442.96,449.99
1452470400,449.99,452.65,445.88,449.19
1452556800,449.26,449.44,431.83,434.01
1452643200,434.01,437.5,425,432.76
1452729600,432.7,435.27,428,430.03
1452816000,430.04,430.29,357.3,357.53
1452902400,357.59,391,350.92,388.7
1452988800,388.7,391,372,378.46
1453075200,378.47,386.1,370.1,384.89
1453161600,384.79,385.5,370,375.27
1453248000,375.28,425.1,369,418.54
1453334400,418.89,424.78,403.21,409.38
1453420800,409.02,413.99,373.86,382.9
1453507200,382.93,398.72,382.55,387.5
1453593600,387.5,406.93,387.49,403.05
1453680000,403.04,403.04,386.41,391.4
1453766400,391.4,397,387.78,391.54
1453852800,391.7,397.18,390.7,394.79
1453939200,394.6,395,377.12,379.61
1454025600,379.63,385.05,363.25,378.68
1454112000,378.68,382.04,375,378.46
1454198400,378.46,382.5,365,367.95
1454284800,367.89,379,366.26,371.33
1454371200,371.33,374.41,371.17,372.93
1454457600,372.93,373.01,365.63,368.87
1454544000,368.87,390.63,368.74,387.99
1454630400,387.99,389.36,382.99,384.5
1454716800,384.44,384.54,370.05,375.44
1454803200,375.44,379.81,373.24,377.49
1454889600,377.47,379.35,370.5,371.14
1454976000,371.02,374.93,370.13,372.68
1455062400,372.76,383.34,371.87,378.44
1455148800,378.49,379.5,361.1,378.23
1455235200,378.23,382.05,377.46,382.05
1455321600,382.05,395.59,381.99,390.99
1455408000,391,406.92,391,406.59
1455494400,406.62,409.09,394.03,398.95
1455580800,398.94,407.5,390.2,407.42
1455667200,407.41,420.13,405.69,415.2
1455753600,415.18,423.2,415.01,421.19
1455840000,421.18,422,416,420.72
1455926400,420.72,444.03,420.09,437.46
1456012800,438.04,448.7,426.01,438.56
1456099200,438.56,439,430.95,437.55
1456185600,437.45,440.9,414.16,419.97
1456272000,420.32,425.6,410,423.94
1456358400,423.87,426.44,418.6,423.54
1456444800,423.51,430.85,419.53,430.85
1456531200,430.84,434.97,430.14,433.12
1456617600,433.09,436.07,423,433.73
1456704000,433.73,442,431.13,436.44
1456790400,436.41,437.78,427.5,433.08
1456876800,433.03,435.36,418.36,420.39
1456963200,420.44,422.8,408.63,418.8
1457049600,418.76,422.21,405.5,407.35
1457136000,407.38,408.83,381.09,396.08
1457222400,396.13,409.27,385.01,403.24
1457308800,403.24,418.74,395,412.21
1457395200,412.21,416.33,407.4,411.18
1457481600,411.18,414,408.75,412.8
1457568000,412.64,416.52,410.71,415.98
1457654400,415.98,421,414.97,419.39
1457740800,419.48,421.3,406.52,410.58
1457827200,410.56,416.38,410.01,412.52
1457913600,412.51,415.84,411.61,415.02
1458000000,415.02,416.94,412.48,415.41
1458086400,415.41,416.39,413,416.07
1458172800,416.06,419.75,415.7,418.41
1458259200,418.42,418.66,399.21,409.65
1458345600,409.66,411,404.72,410.2
1458432000,410.09,415.34,409.36,411.27
1458518400,411.25,412.13,406.89,412
1458604800,411.98,417.79,411,416.66
1458691200,416.66,418.99,413.95,417.53
1458777600,417.53,417.72,410,412.95
1458864000,412.86,416.87,411,416.41
1458950400,416.42,417.77,414.37,416.97
1459036800,416.96,426.5,416.35,425.3
1459123200,425.29,425.36,419.63,423
1459209600,422.92,424.62,407.75,416.39
1459296000,416.4,416.41,407.56,412.79
1459382400,412.97,417.6,412.74,416.03
1459468800,416.03,417.68,414.12,417.68
1459555200,417.68,420.5,417.04,419.95
1459641600,419.95,420.8,418.33,420.16
1459728000,420.08,421,417.58,419.47
1459814400,419.48,423.43,418.01,422.36
1459900800,422.4,423,420.61,421.46
1459987200,421.36,422.74,419.41,421.99
1460073600,421.99,424.65,415.71,419.48
1460160000,419.48,419.79,415.51,419.46
1460246400,419.46,423.99,419.46,423.4
1460332800,423.29,424,420.15,423.94
1460419200,423.95,429.77,423.14,427.8
1460505600,427.8,429.44,423.59,425.58
1460592000,425.58,428,424.52,426.32
1460678400,426.35,431.1,425.72,430.93
1460764800,430.82,434.89,429.89,433.39
1460851200,433.69,434.93,429.15,431
1460937600,431.08,434.46,428.44,430.97
1461024000,430.9,438.2,429.22,437.06
1461110400,437.06,444.07,436.17,442.96
1461196800,442.87,453.8,441.99,452.25
1461283200,452.25,452.95,445.07,448.41
1461369600,448.57,455.84,447.03,455.69
1461456000,455.68,465,454.55,464.46
1461542400,464.47,472.38,454.65,466.17
1461628800,466.17,472.11,464.01,470.59
1461715200,470.3,470.79,440.94,445.31
1461801600,445.3,451.88,434.79,451.68
1461888000,451.67,459.44,448.5,458.82
1461974400,458.8,459.33,450.13,454.02
1462060800,454.02,457.07,451.55,456.98
1462147200,456.98,457.63,440.02,446.42
1462233600,446.53,453.29,443.61,452.23
1462320000,452.21,453.23,446.76,448.68
1462406400,448.59,451.56,447,449.98
1462492800,449.99,463.73,448.84,462.31
1462579200,462.31,464,459.55,461.91
1462665600,461.91,465,457.5,462.79
1462752000,462.6,465.9,459.41,464.16
1462838400,464.15,465,448.2,452.78
1462924800,452.77,458.65,452.5,454.37
1463011200,454.56,456.57,449.27,456.48
1463097600,456.48,458.03,453.84,457.98
1463184000,457.97,459.83,456,458.9
1463270400,458.9,463.62,458.49,461.47
1463356800,461.48,461.59,451.48,455.66
1463443200,455.64,457.49,452.2,454.19
1463529600,454.19,457.88,453.6,455.56
1463616000,455.56,456.41,435,438.38
1463702400,437.91,445.85,435.5,445.65
1463788800,445.52,446.99,441.88,446.28
1463875200,446.27,446.45,440.89,442.48
1463961600,442.45,446.3,440.79,445.67
1464048000,445.56,448.5,440.5,446.99
1464134400,446.98,452.42,446.86,451.49
1464220800,451.45,454.99,449,454.97
1464307200,454.97,476.75,454.35,471.27
1464393600,471.21,539.49,470.13,523.25
1464480000,523.35,549.99,492.91,525.22
1464566400,525.22,541,519,532.55
1464652800,532.56,544.9,520.01,531.34
1464739200,531.25,541.5,524.39,534.84
1464825600,534.85,541.2,531.86,537.87
1464912000,538.06,578,535.96,571.25
1464998400,571.09,594.64,564.29,576.31
1465084800,576.31,585,570.22,575.17
1465171200,575.17,588.15,575,586.77
1465257600,586.75,590.95,497.01,579.71
1465344000,579.72,583.99,572.96,583.21
1465430400,583.19,583.48,574,577.46
1465516800,577.47,581,573.5,580.31
1465603200,580.31,610,580.31,609.5
1465689600,609.5,687.71,605,677.86
1465776000,677.45,720,663.55,706.01
1465862400,706.02,706.45,650.02,684.95
1465948800,684.99,699.3,673,698.78
1466035200,698.76,777.68,698.76,769.76
1466121600,769.71,778.5,709.01,752.26
1466208000,752,785.15,734.8,758.99
1466294400,759,771.92,744.77,768.76
1466380800,768.94,768.94,702.42,703.12
1466467200,706.47,718.26,628.6,667.66
1466553600,667.88,679.99,568.11,604.5
1466640000,606.13,637.89,544.13,631.1
1466726400,631.1,700,631.01,669.98
1466812800,669.98,699,650,673.71
1466899200,673.71,675.19,625.01,638.56
1466985600,638.56,659.98,630,657.87
1467072000,657.86,663.53,638,648.43
1467158400,648.43,648.43,630.02,639.42
1467244800,639.41,675,635.14,673.49
1467331200,673.5,688.99,667,678.19
1467417600,678.09,705.21,676.92,704.95
1467504000,705.25,705.25,651,663.55
1467590400,664.09,683.69,653.16,681.98
1467676800,681.98,682.37,662.51,669.87
1467763200,669.75,680.79,665,678.79
1467849600,678.79,683.44,611.94,641.97
1467936000,641.97,667.33,638.04,667.33
1468022400,667.07,667.3,608,657.61
1468108800,657.6,657.61,641,652.44
1468195200,652.43,664.27,648.11,650.97
1468281600,651.25,675.5,648.6,666.56
1468368000,666.25,671.45,654.86,655.34
1468454400,655.3,663.99,640,661.65
1468540800,661.4,669.98,660.68,667.48
1468627200,667.48,669.99,662.01,666.32
1468713600,666.3,680.99,665.95,680
1468800000,680,684.94,670,675.5
1468886400,675.51,676.87,666.17,673.98
1468972800,673.98,674.99,664.6,666.92
1469059200,667.15,668.4,661.19,667.28
1469145600,667.27,669.94,647.59,654.67
1469232000,654.7,662.35,653.92,657.5
1469318400,657.68,666.37,655.01,661
1469404800,660.92,664.13,653.77,657.79
1469491200,657.99,658.99,645,654.06
1469577600,654.06,658.99,646.56,657.35
1469664000,657,659.97,654.1,657.4
1469750400,657.4,659,651,657
1469836800,657.18,658.98,652.95,655.87
1469923200,655.95,657,621.37,626.97
1470009600,626.97,629.34,599,605.2
1470096000,604.87,613.38,483,537.47
1470182400,538.8,576,519.3,573.36
1470268800,573.35,599.95,562.11,587.5
1470355200,587.5,592.87,570.39,583
1470441600,583,591.72,574.5,591.71
1470528000,591.7,598.65,587.2,595.14
1470614400,595.14,595.99,590,591.48
1470700800,591.58,594.04,585.38,586.45
1470787200,586.75,601.09,583.29,594.94
1470873600,594.94,599.99,585.6,587.91
1470960000,587.9,590.09,583.62,587.74
1471046400,587.68,589.5,586,586.45
1471132800,586.45,586.49,565.19,574.99
1471219200,574.97,574.97,561.56,567.79
1471305600,567.85,581.99,566.09,579.02
1471392000,579.02,581.99,569.67,574.45
1471478400,574.45,576.99,573,574.09
1471564800,574.05,576.99,572.68,573.67
1471651200,573.68,583.92,572.38,581.87
1471737600,581.72,583.99,579.34,581.29
1471824000,581.34,586.99,579.22,585.2
1471910400,585.19,586.77,577.47,582.39
1471996800,582.39,582.68,575.29,578.47
1472083200,578.68,579,573.12,575.58
1472169600,575.57,579.86,574.85,579.29
1472256000,579.29,579.45,568.95,570.84
1472342400,570.83,575.41,569.65,575.41
1472428800,575.41,577.73,571.24,573.21
1472515200,573.21,576.83,572.53,574.95
1472601600,574.95,575.15,569.21,572.89
1472688000,572.89,573.31,568.12,573.02
1472774400,572.94,577.97,570,576.21
1472860800,576.41,600.99,574.67,600.91
1472947200,600.93,617.13,597.52,611.92
1473033600,611.94,611.99,601.63,605.69
1473120000,605.93,612.99,605.47,612.99
1473206400,612.99,618.53,609.21,615.21
1473292800,615.22,631.3,613.43,627.97
1473379200,627.97,628.69,618.25,622.07
1473465600,622.07,626.54,620.59,623.74
1473552000,623.58,630.11,591.8,607.94
1473638400,607.94,609.45,603,606.74
1473724800,606.86,609.99,605.16,608.63
1473811200,608.39,611.99,608,608.43
1473897600,608.47,609.49,603.33,605.44
1473984000,605.43,608.1,603.15,607.93
1474070400,607.95,608.99,604,607.92
1474156800,607.92,611.93,607.22,611.4
1474243200,611.4,612.46,607.4,608.6
1474329600,608.6,609.92,605.6,605.6
1474416000,605.6,605.6,592.63,597
1474502400,597,598.54,594.78,596.21
1474588800,595.99,603.3,595.14,602.96
1474675200,602.96,605.94,601.08,603.68
1474761600,603.69,605.99,599.42,601.67
1474848000,601.67,607.99,600.02,607.08
1474934400,607.04,607.54,601.38,605.71
1475020800,605.71,606,603.18,605.04
1475107200,604.96,606.89,603.56,605.99
1475193600,605.99,608.99,605,608.99
1475280000,608.99,617.19,608.98,615.65
1475366400,615.65,615.9,608.66,612.4
1475452800,612.42,615.24,610.7,612.99
1475539200,612.99,613.23,606.93,610.34
1475625600,610.33,614.24,609.22,613.16
1475712000,613.16,613.39,610.3,611.88
1475798400,611.78,618.7,609.89,617.98
1475884800,618.11,620,617.55,619.5
1475971200,619.46,619.59,617,617.42
1476057600,617.43,619.2,615.46,618.72
1476144000,618.72,647.03,618.13,642.12
1476230400,642.3,643.58,631.91,635.79
1476316800,635.9,639.85,632,635.66
1476403200,635.8,639.99,624.08,638.03
1476489600,638.03,639.99,636,638.16
1476576000,638.16,643.91,637.87,641.92
1476662400,642.1,643.47,636.27,639.56
1476748800,639.56,640,632.15,635.11
1476835200,635.12,636.99,625.6,629.79
1476921600,629.79,629.99,626.01,628.05
1477008000,628.19,633.41,627.5,630.83
1477094400,630.67,658,629.32,652.75
1477180800,653.03,655.8,645.33,651.04
1477267200,651.05,652.93,645.81,649.98
1477353600,649.98,657.5,648.99,654.3
1477440000,654.3,678,652.51,674
1477526400,674,692.41,673.54,691.21
1477612800,691.01,691.19,683.2,689.95
1477699200,689.95,725.64,689.39,714.28
1477785600,714.28,714.98,692.04,697.41
1477872000,697.39,709.68,681.01,696.9
1477958400,697.07,737.5,695.74,730.7
1478044800,730.7,744.6,720,744.6
1478131200,744.61,746.16,672.06,690
1478217600,690,708.33,683.8,706.32
1478304000,706.05,707.99,697.72,706.99
1478390400,706.98,719.83,705.86,717.02
1478476800,717.04,717.32,701.35,706.42
1478563200,706.41,716.45,704.16,711.15
1478649600,711.3,747.26,710.05,720.97
1478736000,721,723.61,705.84,712.91
1478822400,713,718.99,712.5,716.9
1478908800,716.56,716.99,702.42,704.53
1478995200,704.63,705.94,685.7,704.01
1479081600,704.01,708.57,695.07,708.32
1479168000,708.4,716.3,673.85,712.29
1479254400,711.92,743.8,710,739.85
1479340800,738.07,750.01,729.01,730.71
1479427200,729.61,751,728.89,748.54
1479513600,748.55,752.3,738,750.77
1479600000,750.77,753.81,715,731.99
1479686400,731.72,738.47,730,736.4
1479772800,736.39,748.77,726.38,746.66
1479859200,746.66,747.12,734,741.52
1479945600,741.51,743.99,727,737.99
1480032000,737.99,739.99,729,739.74
1480118400,739.51,739.98,726,735.7
1480204800,735.69,737.95,728.01,729.24
